id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il,valore_mercato
8196,364135.0,Calcio Como,Moise,Kean,2000-02-28,2027-06-30,,2026-09-20 22:25:27.391705+00:00,32000000.0
8197,571604.0,Atalanta Bergamasca Calcio S.p.a.,Giorgio,Scalvini,2003-12-11,2028-06-30,,2026-09-20 22:25:27.391705+00:00,38000000.0
8198,503075.0,Atalanta Bergamasca Calcio S.p.a.,Isak,Hien,1999-01-13,2028-06-30,,2026-09-20 22:25:27.391705+00:00,22000000.0
8199,644771.0,Atalanta Bergamasca Calcio S.p.a.,Odilon,Kossounou,2001-01-04,2029-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8200,698259.0,Atalanta Bergamasca Calcio S.p.a.,Thomas,Kristensen,2002-01-17,2027-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8201,459763.0,Atalanta Bergamasca Calcio S.p.a.,Marco,Carnesecchi,2000-07-01,2028-06-30,,2026-09-20 22:25:27.391705+00:00,30000000.0
8202,199976.0,Atalanta Bergamasca Calcio S.p.a.,Marco,Sportiello,1992-05-10,2028-06-30,,2026-09-20 22:25:27.391705+00:00,800000.0
8203,962246.0,Atalanta Bergamasca Calcio S.p.a.,Thomas,Pompei,2006-07-04,,,2026-09-20 22:25:27.391705+00:00,250000.0
8204,94005.0,Atalanta Bergamasca Calcio S.p.a.,Sead,Kolasinac,1993-06-20,2027-06-30,,2026-09-20 22:25:27.391705+00:00,4000000.0
8205,357992.0,Atalanta Bergamasca Calcio S.p.a.,Raoul,Bellanova,2000-05-17,2029-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8206,708635.0,Atalanta Bergamasca Calcio S.p.a.,Lorenzo,Bernasconi,2003-11-16,2030-06-30,,2026-09-20 22:25:27.391705+00:00,20000000.0
8207,435772.0,Atalanta Bergamasca Calcio S.p.a.,Charles,De Ketelaere,2001-03-10,2028-06-30,,2026-09-20 22:25:27.391705+00:00,35000000.0
8208,358008.0,Atalanta Bergamasca Calcio S.p.a.,Gianluca,Gaetano,2000-05-05,2031-06-30,,2026-09-20 22:25:27.391705+00:00,6500000.0
8209,528833.0,Atalanta Bergamasca Calcio S.p.a.,Lazar,Samardžić,2002-02-24,2029-06-30,,2026-09-20 22:25:27.391705+00:00,16000000.0
8210,294808.0,Atalanta Bergamasca Calcio S.p.a.,Franck,Kessié,1996-12-19,2029-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8211,173859.0,Atalanta Bergamasca Calcio S.p.a.,Davide,Zappacosta,1992-06-11,2028-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8212,205938.0,Atalanta Bergamasca Calcio S.p.a.,Mario,Pašalić,1995-02-09,2028-06-30,,2026-09-20 22:25:27.391705+00:00,6000000.0
8213,550108.0,Atalanta Bergamasca Calcio S.p.a.,Nicola,Zalewski,2002-01-23,2029-06-30,,2026-09-20 22:25:27.391705+00:00,20000000.0
8214,607854.0,Atalanta Bergamasca Calcio S.p.a.,,Éderson,1999-07-07,2031-06-30,,2026-09-20 22:25:27.391705+00:00,45000000.0
8215,400489.0,Atalanta Bergamasca Calcio S.p.a.,Eljif,Elmas,1999-09-24,2027-06-30,,2026-09-20 22:25:27.391705+00:00,13000000.0
8216,746695.0,Atalanta Bergamasca Calcio S.p.a.,Kamaldeen,Sulemana,2002-02-15,2029-06-30,,2026-09-20 22:25:27.391705+00:00,17000000.0
8217,315867.0,Atalanta Bergamasca Calcio S.p.a.,Gianluca,Scamacca,1999-01-01,2028-06-30,,2026-09-20 22:25:27.391705+00:00,25000000.0
8218,405885.0,Atalanta Bergamasca Calcio S.p.a.,Giacomo,Raspadori,2000-02-18,2030-06-30,,2026-09-20 22:25:27.391705+00:00,22000000.0
8219,434433.0,Atalanta Bergamasca Calcio S.p.a.,Nikola,Krstović,2000-04-05,2030-06-30,,2026-09-20 22:25:27.391705+00:00,30000000.0
8220,672381.0,Atalanta Bergamasca Calcio S.p.a.,Jonathan,Rowe,2003-04-30,2027-06-30,,2026-09-20 22:25:27.391705+00:00,28000000.0
8221,940553.0,Atalanta Bergamasca Calcio S.p.a.,Relja,Obrić,2006-04-11,2028-06-30,,2026-09-20 22:25:27.391705+00:00,1000000.0
8222,70580.0,Football Club Internazionale Milano S.p.A.,Raffaele,Di Gennaro,1993-10-03,2027-06-30,,2026-09-20 22:25:27.391705+00:00,300000.0
8223,388516.0,Football Club Internazionale Milano S.p.A.,Josep,Martínez,1998-05-27,2029-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8224,315853.0,Football Club Internazionale Milano S.p.A.,Alessandro,Bastoni,1999-04-13,2028-06-30,,2026-09-20 22:25:27.391705+00:00,65000000.0
8225,198116.0,Football Club Internazionale Milano S.p.A.,Federico,Dimarco,1997-11-10,2028-06-30,,2026-09-20 22:25:27.391705+00:00,50000000.0
8226,585982.0,Football Club Internazionale Milano S.p.A.,,Carlos Augusto,1999-01-07,2028-06-30,,2026-09-20 22:25:27.391705+00:00,23000000.0
8227,353366.0,Football Club Internazionale Milano S.p.A.,Benjamin,Pavard,1996-03-28,2028-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8228,284730.0,Football Club Internazionale Milano S.p.A.,Manuel,Akanji,1995-07-19,2028-06-30,,2026-09-20 22:25:27.391705+00:00,17000000.0
8229,441986.0,Football Club Internazionale Milano S.p.A.,Yann,Bisseck,2000-11-29,2031-06-30,,2026-09-20 22:25:27.391705+00:00,50000000.0
8230,126414.0,Football Club Internazionale Milano S.p.A.,Hakan,Çalhanoğlu,1994-02-08,2027-06-30,,2026-09-20 22:25:27.391705+00:00,16000000.0
8231,197929.0,Football Club Internazionale Milano S.p.A.,Ivan,Provedel,1994-03-17,2029-06-30,,2026-09-20 22:25:27.391705+00:00,3000000.0
8232,483348.0,Football Club Internazionale Milano S.p.A.,Djed,Spence,2000-08-09,2031-06-30,,2026-09-20 22:25:27.391705+00:00,40000000.0
8233,780136.0,Football Club Internazionale Milano S.p.A.,Aleksandar,Stanković,2005-08-03,2031-06-30,,2026-09-20 22:25:27.391705+00:00,32000000.0
8234,433188.0,Football Club Internazionale Milano S.p.A.,Curtis,Jones,2001-01-30,2031-06-30,,2026-09-20 22:25:27.391705+00:00,35000000.0
8235,711976.0,Football Club Internazionale Milano S.p.A.,Andy,Diouf,2003-05-17,2030-06-30,,2026-09-20 22:25:27.391705+00:00,20000000.0
8236,255942.0,Football Club Internazionale Milano S.p.A.,Nicolò,Barella,1997-02-07,2029-06-30,,2026-09-20 22:25:27.391705+00:00,50000000.0
8237,668207.0,Football Club Internazionale Milano S.p.A.,Petar,Sučić,2003-10-25,2030-06-30,,2026-09-20 22:25:27.391705+00:00,45000000.0
8238,406625.0,Football Club Internazionale Milano S.p.A.,Lautaro,Martínez,1997-08-22,2029-06-30,,2026-09-20 22:25:27.391705+00:00,85000000.0
8239,181136.0,Football Club Internazionale Milano S.p.A.,Piotr,Zielinski,1994-05-20,2028-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8385,862606.0,Parma Calcio 1913,Nesta,Elphege,2001-01-09,2030-06-30,,2026-09-20 22:25:27.391705+00:00,4000000.0
8240,318528.0,Football Club Internazionale Milano S.p.A.,Marcus,Thuram,1997-08-06,2028-06-30,,2026-09-20 22:25:27.391705+00:00,50000000.0
8241,691316.0,Football Club Internazionale Milano S.p.A.,,Luis Henrique,2001-12-14,2030-06-30,,2026-09-20 22:25:27.391705+00:00,22000000.0
8242,930781.0,Football Club Internazionale Milano S.p.A.,Pio,Esposito,2005-06-28,2032-06-30,,2026-09-20 22:25:27.391705+00:00,45000000.0
8243,55735.0,Football Club Internazionale Milano S.p.A.,Henrikh,Mkhitaryan,1989-01-21,2027-06-30,,2026-09-20 22:25:27.391705+00:00,3000000.0
8244,827734.0,Football Club Internazionale Milano S.p.A.,Ange-Yoan,Bonny,2003-10-25,2030-06-30,,2026-09-20 22:25:27.391705+00:00,35000000.0
8245,186590.0,Football Club Internazionale Milano S.p.A.,John,Stones,1994-05-28,2028-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8246,96254.0,Associazione Calcio Milan,Pietro,Terracciano,1990-03-08,2027-06-30,,2026-09-20 22:25:27.391705+00:00,900000.0
8247,303254.0,Associazione Calcio Milan,Fikayo,Tomori,1997-12-19,2027-06-30,,2026-09-20 22:25:27.391705+00:00,17000000.0
8248,490384.0,Associazione Calcio Milan,Koni,De Winter,2002-06-12,2030-06-30,,2026-09-20 22:25:27.391705+00:00,23000000.0
8249,182906.0,Associazione Calcio Milan,Mike,Maignan,1995-07-03,2031-06-30,,2026-09-20 22:25:27.391705+00:00,20000000.0
8250,323167.0,Associazione Calcio Milan,Matteo,Gabbia,1999-10-21,2029-06-30,,2026-09-20 22:25:27.391705+00:00,17000000.0
8251,618341.0,Associazione Calcio Milan,Mario,Gila,2000-08-29,2031-06-30,,2026-09-20 22:25:27.391705+00:00,30000000.0
8252,574671.0,Associazione Calcio Milan,Strahinja,Pavlović,2001-05-24,2028-06-30,,2026-09-20 22:25:27.391705+00:00,40000000.0
8253,1179195.0,Associazione Calcio Milan,Sankhoun,Diawara,2006-01-13,2031-06-30,,2026-09-20 22:25:27.391705+00:00,2000000.0
8254,631007.0,Associazione Calcio Milan,Filippo,Terracciano,2003-02-08,2028-06-30,,2026-09-20 22:25:27.391705+00:00,4500000.0
8255,939745.0,Associazione Calcio Milan,Lorenzo,Torriani,2005-01-31,2030-06-30,,2026-09-20 22:25:27.391705+00:00,800000.0
8256,503991.0,Associazione Calcio Milan,Yunus,Musah,2002-11-29,2028-06-30,,2026-09-20 22:25:27.391705+00:00,14000000.0
8257,1136279.0,Associazione Calcio Milan,Valeri,Vladimirov,2008-06-05,2029-06-30,,2026-09-20 22:25:27.391705+00:00,150000.0
8258,182913.0,Associazione Calcio Milan,Adrien,Rabiot,1995-04-03,2028-06-30,,2026-09-20 22:25:27.391705+00:00,18000000.0
8259,887638.0,Associazione Calcio Milan,Davide,Bartesaghi,2005-12-29,2030-06-30,,2026-09-20 22:25:27.391705+00:00,22000000.0
8260,202886.0,Associazione Calcio Milan,Ruben,Loftus-Cheek,1996-01-23,2027-06-30,,2026-09-20 22:25:27.391705+00:00,8500000.0
8261,349599.0,Associazione Calcio Milan,Pervis,Estupiñán,1998-01-21,2030-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8262,608172.0,Associazione Calcio Milan,Ardon,Jashari,2002-07-30,2030-06-30,,2026-09-20 22:25:27.391705+00:00,25000000.0
8263,1058363.0,Associazione Calcio Milan,Christian,Comotto,2008-04-25,2031-06-30,,2026-09-20 22:25:27.391705+00:00,5000000.0
8264,659516.0,Associazione Calcio Milan,Warren,Bondo,2003-09-15,2029-06-30,,2026-09-20 22:25:27.391705+00:00,6000000.0
8265,741238.0,Associazione Calcio Milan,Omari,Hutchinson,2003-10-30,2027-06-30,,2026-09-20 22:25:27.391705+00:00,30000000.0
8266,1058368.0,Associazione Calcio Milan,Francesco,Camarda,2008-03-10,2031-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8267,550550.0,Associazione Calcio Milan,Gonçalo,Ramos,2001-06-20,2031-06-30,,2026-09-20 22:25:27.391705+00:00,50000000.0
8268,315779.0,Associazione Calcio Milan,Christian,Pulisic,1998-09-18,2027-06-30,,2026-09-20 22:25:27.391705+00:00,40000000.0
8269,27992.0,Associazione Calcio Milan,Luka,Modrić,1985-09-09,2027-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8270,964087.0,Associazione Calcio Milan,Alphadjo,Cisse,2006-10-22,2030-06-30,,2026-09-20 22:25:27.391705+00:00,7000000.0
8271,655006.0,Associazione Calcio Milan,Diego,Moreira,2004-08-06,2031-06-30,,2026-09-20 22:25:27.391705+00:00,25000000.0
8272,381950.0,Associazione Calcio Milan,Alexis,Saelemaekers,1999-06-27,2031-06-30,,2026-09-20 22:25:27.391705+00:00,20000000.0
8273,401922.0,Associazione Calcio Milan,Samuel,Chukwueze,1999-05-22,2028-06-30,,2026-09-20 22:25:27.391705+00:00,18000000.0
8274,340353.0,Udinese Calcio,Maduka,Okoye,1999-08-28,2028-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8275,345452.0,Udinese Calcio,Bartosz,Mrozek,2000-02-23,2030-06-30,,2026-09-20 22:25:27.391705+00:00,3000000.0
8276,648032.0,Udinese Calcio,James,Abankwah,2004-01-16,2029-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8277,81512.0,Udinese Calcio,Christian,Kabasele,1991-02-24,2027-06-30,,2026-09-20 22:25:27.391705+00:00,750000.0
8278,1058354.0,Udinese Calcio,Matteo,Palma,2008-03-13,2031-06-30,,2026-09-20 22:25:27.391705+00:00,6500000.0
8279,463665.0,Udinese Calcio,Oumar,Solet,2000-02-07,2027-06-30,,2026-09-20 22:25:27.391705+00:00,23000000.0
8280,632831.0,Udinese Calcio,Nicolò,Bertola,2003-03-23,2030-06-30,,2026-09-20 22:25:27.391705+00:00,7000000.0
8281,27807.0,Udinese Calcio,Daniele,Padelli,1985-10-25,2027-06-30,,2026-09-20 22:25:27.391705+00:00,150000.0
8282,342877.0,Udinese Calcio,Enzo,Ebosse,1999-03-11,2027-06-30,,2026-09-20 22:25:27.391705+00:00,2800000.0
8283,397225.0,Udinese Calcio,Alessandro,Zanoli,2000-10-03,2029-06-30,,2026-09-20 22:25:27.391705+00:00,4500000.0
8284,336125.0,Udinese Calcio,Mërgim,Vojvoda,1995-02-01,2028-06-30,,2026-09-20 22:25:27.391705+00:00,2500000.0
8285,290017.0,Udinese Calcio,Hassane,Kamara,1994-03-05,2028-06-30,,2026-09-20 22:25:27.391705+00:00,3000000.0
8286,361068.0,Udinese Calcio,Jurgen,Ekkelenkamp,2000-04-05,2029-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8287,222855.0,Udinese Calcio,Jesper,Karlström,1995-06-21,2028-06-30,,2026-09-20 22:25:27.391705+00:00,4000000.0
8288,924857.0,Udinese Calcio,Lennon,Miller,2006-08-25,2030-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8289,524010.0,Udinese Calcio,Oier,Zarraga,1999-01-04,2027-06-30,,2026-09-20 22:25:27.391705+00:00,1500000.0
8290,377243.0,Udinese Calcio,Jakub,Piotrowski,1997-10-04,2029-06-30,,2026-09-20 22:25:27.391705+00:00,4500000.0
8291,834752.0,Udinese Calcio,Unai,Gómez,2003-05-25,2031-06-30,,2026-09-20 22:25:27.391705+00:00,5000000.0
8292,897505.0,Udinese Calcio,Lazar,Jovanovic,2006-11-30,2031-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8293,412660.0,Udinese Calcio,Keinan,Davis,1998-02-13,2031-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8294,392085.0,Udinese Calcio,Nicolò,Zaniolo,1999-07-02,2029-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8295,375877.0,Udinese Calcio,Vakoun,Bayo,1997-01-10,2028-06-30,,2026-09-20 22:25:27.391705+00:00,2500000.0
8296,412616.0,Udinese Calcio,Giorgi,Chakvetadze,1999-08-29,2030-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8297,1118347.0,Udinese Calcio,Juan,Arizala,2005-10-10,2030-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8298,1078784.0,Udinese Calcio,Giulio,Vinciati,2007-08-29,2029-06-30,,2026-09-20 22:25:27.391705+00:00,100000.0
8299,1178488.0,Udinese Calcio,Idrissa,Gueye,2006-09-16,2030-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8300,268429.0,Udinese Calcio,Sandi,Lovrić,1998-03-28,2027-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8301,481675.0,Società Sportiva Lazio S.p.A.,Christos,Mandas,2001-09-17,2029-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8302,644408.0,Società Sportiva Lazio S.p.A.,Oliver,Provstgaard,2003-06-04,2029-06-30,,2026-09-20 22:25:27.391705+00:00,16000000.0
8303,357156.0,Società Sportiva Lazio S.p.A.,Diogo,Leite,1999-01-23,2028-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8304,538079.0,Società Sportiva Lazio S.p.A.,Alessio,Furlanetto,2002-02-07,2028-06-30,,2026-09-20 22:25:27.391705+00:00,350000.0
8305,371001.0,Società Sportiva Lazio S.p.A.,Josip,Sutalo,2000-02-28,2027-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8306,918957.0,Società Sportiva Lazio S.p.A.,Davide,Renzetti,2006-06-09,2027-06-30,,2026-09-20 22:25:27.391705+00:00,150000.0
8307,126729.0,Società Sportiva Lazio S.p.A.,,Patric,1993-04-17,2027-06-30,,2026-09-20 22:25:27.391705+00:00,1500000.0
8308,1110645.0,Società Sportiva Lazio S.p.A.,Filipe,Bordon,2005-06-24,2028-06-30,,2026-09-20 22:25:27.391705+00:00,750000.0
8309,387047.0,Società Sportiva Lazio S.p.A.,Danilho,Doekhi,1998-06-30,2029-06-30,,2026-09-20 22:25:27.391705+00:00,13000000.0
8310,1253815.0,Società Sportiva Lazio S.p.A.,Ricardo,Bordon,2006-11-02,2027-06-30,,2026-09-20 22:25:27.391705+00:00,200000.0
8311,535955.0,Società Sportiva Lazio S.p.A.,Nuno,Tavares,2000-01-26,2029-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8312,525704.0,Società Sportiva Lazio S.p.A.,Nicolò,Rovella,2001-12-04,2028-06-30,,2026-09-20 22:25:27.391705+00:00,23000000.0
8313,331401.0,Società Sportiva Lazio S.p.A.,Manuel,Lazzari,1993-11-29,2027-06-30,,2026-09-20 22:25:27.391705+00:00,2000000.0
8314,346567.0,Società Sportiva Lazio S.p.A.,Luca,Pellegrini,1999-03-07,2027-06-30,,2026-09-20 22:25:27.391705+00:00,4500000.0
8315,356197.0,Società Sportiva Lazio S.p.A.,Alfonso,Pedraza,1996-04-09,2029-06-30,,2026-09-20 22:25:27.391705+00:00,2500000.0
8316,239802.0,Società Sportiva Lazio S.p.A.,Adam,Marusic,1992-10-17,2028-06-30,,2026-09-20 22:25:27.391705+00:00,2500000.0
8317,708086.0,Società Sportiva Lazio S.p.A.,Romano,Floriani Mussolini,2003-01-27,2028-06-30,,2026-09-20 22:25:27.391705+00:00,2500000.0
8318,287700.0,Società Sportiva Lazio S.p.A.,Mohamed,Fares,1996-02-15,2027-06-30,,2026-09-20 22:25:27.391705+00:00,500000.0
8319,982855.0,Società Sportiva Lazio S.p.A.,Reda,Belahyane,2004-06-01,2029-06-30,,2026-09-20 22:25:27.391705+00:00,6800000.0
8320,530742.0,Società Sportiva Lazio S.p.A.,Fisayo,Dele-Bashiru,2001-02-06,2028-06-30,,2026-09-20 22:25:27.391705+00:00,6000000.0
8321,199733.0,Società Sportiva Lazio S.p.A.,Danilo,Cataldi,1994-08-06,2027-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8322,1455976.0,Società Sportiva Lazio S.p.A.,Bruno,Galassi,2007-02-07,2029-06-30,,2026-09-20 22:25:27.391705+00:00,100000.0
8323,394300.0,Società Sportiva Lazio S.p.A.,Davide,Frattesi,1999-09-22,2027-06-30,,2026-09-20 22:25:27.391705+00:00,22000000.0
8324,866255.0,Società Sportiva Lazio S.p.A.,Valerio,Farcomeni,2006-01-18,2030-06-30,,2026-09-20 22:25:27.391705+00:00,100000.0
8325,457736.0,Società Sportiva Lazio S.p.A.,Tijjani,Noslin,1999-07-07,2029-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8326,470394.0,Società Sportiva Lazio S.p.A.,Kenneth,Taylor,2002-05-16,2030-06-30,,2026-09-20 22:25:27.391705+00:00,25000000.0
8327,1018395.0,Società Sportiva Lazio S.p.A.,Adrian,Przyborek,2007-01-01,2030-06-30,,2026-09-20 22:25:27.391705+00:00,6000000.0
8328,916430.0,Società Sportiva Lazio S.p.A.,Edoardo,Motta,2005-01-13,2030-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8329,315865.0,Società Sportiva Lazio S.p.A.,Andrea,Pinamonti,1999-05-19,2031-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8330,462823.0,Società Sportiva Lazio S.p.A.,Gustav,Isaksen,2001-04-19,2028-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8331,976207.0,Società Sportiva Lazio S.p.A.,Federico,Serra,2006-01-03,,,2026-09-20 22:25:27.391705+00:00,400000.0
8332,305947.0,Società Sportiva Lazio S.p.A.,Albert,Gudmundsson,1997-06-15,2027-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8333,283735.0,Società Sportiva Lazio S.p.A.,Mattia,Zaccagni,1995-06-16,2029-06-30,,2026-09-20 22:25:27.391705+00:00,7500000.0
8334,550106.0,Società Sportiva Lazio S.p.A.,Matteo,Cancellieri,2002-02-12,2027-06-30,,2026-09-20 22:25:27.391705+00:00,7000000.0
8335,992569.0,Bologna Football Club 1909,Massimo,Pessina,2007-12-25,2029-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8336,80894.0,Bologna Football Club 1909,Lukasz,Skorupski,1991-05-05,2027-06-30,,2026-09-20 22:25:27.391705+00:00,2000000.0
8337,1018026.0,Bologna Football Club 1909,Ukko,Happonen,2007-03-13,,,2026-09-20 22:25:27.391705+00:00,50000.0
8338,1129198.0,Bologna Football Club 1909,Eivind,Helland,2005-04-25,2030-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8339,496745.0,Bologna Football Club 1909,Emil,Holm,2000-05-13,2028-06-30,,2026-09-20 22:25:27.391705+00:00,10000000.0
8340,341227.0,Bologna Football Club 1909,Juan,Miranda,2000-01-19,2028-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8341,929899.0,Bologna Football Club 1909,Rahim,Alhassane,2002-01-01,2030-06-30,,2026-09-20 22:25:27.391705+00:00,1500000.0
8342,389837.0,Bologna Football Club 1909,Nicolò,Casale,1998-02-14,2028-06-30,,2026-09-20 22:25:27.391705+00:00,3800000.0
8343,33571.0,Bologna Football Club 1909,Lorenzo,De Silvestri,1988-05-23,2027-06-30,,2026-09-20 22:25:27.391705+00:00,600000.0
8344,464469.0,Bologna Football Club 1909,Torbjørn,Heggem,1999-01-12,2029-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8345,652054.0,Bologna Football Club 1909,Martin,Vitík,2003-01-21,2029-06-30,,2026-09-20 22:25:27.391705+00:00,13000000.0
8346,368891.0,Bologna Football Club 1909,Arthur,Theate,2000-05-25,2027-06-30,,2026-09-20 22:25:27.391705+00:00,17000000.0
8347,392966.0,Bologna Football Club 1909,Nadir,Zortea,1999-06-19,2029-06-30,,2026-09-20 22:25:27.391705+00:00,7000000.0
8348,428563.0,Bologna Football Club 1909,Lewis,Ferguson,1999-08-24,2028-06-30,,2026-09-20 22:25:27.391705+00:00,14000000.0
8349,531065.0,Bologna Football Club 1909,Oussama,El Azzouzi,2001-05-29,2027-06-30,,2026-09-20 22:25:27.391705+00:00,1800000.0
8350,459151.0,Bologna Football Club 1909,Nicolò,Cambiaghi,2000-12-28,2029-06-30,,2026-09-20 22:25:27.391705+00:00,14000000.0
8351,345590.0,Bologna Football Club 1909,Jens,Odgaard,1999-03-31,2029-06-30,,2026-09-20 22:25:27.391705+00:00,12000000.0
8352,368482.0,Bologna Football Club 1909,Riccardo,Orsolini,1997-01-24,2031-06-30,,2026-09-20 22:25:27.391705+00:00,15000000.0
8353,1283311.0,Bologna Football Club 1909,Mikel,Amondarain,2005-01-06,2031-06-30,,2026-09-20 22:25:27.391705+00:00,3500000.0
8354,654991.0,Bologna Football Club 1909,Samuel,Mbangula,2004-01-16,2027-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8355,392538.0,Bologna Football Club 1909,Tommaso,Pobega,1999-07-15,2028-06-30,,2026-09-20 22:25:27.391705+00:00,8000000.0
8356,1311378.0,Bologna Football Club 1909,Marco,Libra,2008-03-21,,,2026-09-20 22:25:27.391705+00:00,1500000.0
